Mod:Item:MetaData, Localized Name
BloodArsenal:blood_stone:2, Imbued Blood Stone
BloodArsenal:blood_stone:3, Demonic Blood Stone
BloodArsenal:blood_stone:4, Ethereal Blood Stone
BloodArsenal:blood_tnt, Blood TNT
BloodArsenal:blood_stained_glass, Blood Stained Glass
BloodArsenal:blood_infused_wood, Blood Infused Wood
BloodArsenal:blood_infused_planks, Blood Infused Wooden Plank
BloodArsenal:blood_stained_ice, Blood Stained Ice
BloodArsenal:blood_stained_ice_packed, Blood Stained Packed Ice
BloodArsenal:blood_infused_iron_block, Blood Infused Iron Block
BloodArsenal:blood_cake, Blood Cake
BloodArsenal:blood_torch, Blood Torch
BloodArsenal:blood_infused_glowstone, Blood Infused Glowstone
BloodArsenal:blood_lamp, Blood Lamp
BloodArsenal:blood_infused_diamond_block, Blood Infused Diamond Block
BloodArsenal:portable_altar, Portable Altar
BloodArsenal:life_infuser, Life Infuser
BloodArsenal:compacter, Soul Compacter
BloodArsenal:lp_materializer, Life Essence Materializer
BloodArsenal:compacted_mrs, Compacted Master Ritual Stone
BloodArsenal:block_burned_string, Blood Burned String
BuildCraft|Transport:filteredBufferBlock, Filtered Buffer
BuildCraft|Transport:pipeBlock, tile.pipeBlock.name
BuildCraft|Factory:miningWellBlock, Mining Well
BuildCraft|Factory:plainPipeBlock, Mining Pipe
BuildCraft|Factory:autoWorkbenchBlock, Auto Workbench
BuildCraft|Factory:tankBlock, Tank
BuildCraft|Factory:pumpBlock, Pump
BuildCraft|Factory:floodGateBlock, Flood Gate
BuildCraft|Factory:refineryBlock, Refinery
BuildCraft|Factory:blockHopper, Chute
BuildCraft|Silicon:laserBlock, Laser
BuildCraft|Silicon:laserTableBlock:0, Assembly Table
BuildCraft|Silicon:laserTableBlock:1, Advanced Crafting Table
BuildCraft|Silicon:laserTableBlock:2, Integration Table
BuildCraft|Silicon:laserTableBlock:3, Charging Table
BuildCraft|Silicon:laserTableBlock:4, Programming Table
BuildCraft|Silicon:laserTableBlock:5, Stamping Table
BuildCraft|Silicon:packagerBlock, Recipe Packager
BuildCraft|Robotics:zonePlan, Zone Planner
BuildCraft|Robotics:requester, Requester
BuildCraft|Energy:blockOil, Oil
BuildCraft|Energy:blockFuel, Fuel
BuildCraft|Energy:blockRedPlasma, tile.blockRedPlasma.name
BuildCraft|Builders:machineBlock, Quarry
BuildCraft|Builders:fillerBlock, Filler
BuildCraft|Builders:frameBlock, Frame
BuildCraft|Builders:builderBlock, Builder
BuildCraft|Builders:architectBlock, Architect Table
BuildCraft|Builders:libraryBlock, Electronic Library
BuildCraft|Builders:constructionMarkerBlock, Construction Mark
Railcraft:fluid.creosote, Creosote
Railcraft:fluid.steam, Steam
Railcraft:residual.heat, Residual Heat
Railcraft:cube:0, Block of Coal Coke
Railcraft:cube:9, Block of Copper
Railcraft:cube:10, Block of Tin
Railcraft:cube:11, Block of Lead
Railcraft:cube:2, Block of Steel
Railcraft:cube:1, Block of Concrete
Railcraft:cube:8, Creosote Wood Block
Railcraft:cube:4, Crushed Obsidian
Railcraft:cube:6, Abyssal Stone
Railcraft:cube:7, Quarried Stone
Railcraft:anvil:0, Steel Anvil
Railcraft:anvil:1, Slightly Damaged Anvil
Railcraft:anvil:2, Very Damaged Anvil
Railcraft:machine.alpha:7, Coke Oven Brick
Railcraft:machine.alpha:12, Blast Furnace Brick
Railcraft:machine.alpha:3, Steam Oven
Railcraft:machine.alpha:14, Water Tank Siding
Railcraft:machine.alpha:8, Rolling Machine
Railcraft:machine.alpha:15, Rock Crusher
Railcraft:machine.alpha:11, Feed Station
Railcraft:machine.alpha:6, Trade Station
Railcraft:machine.alpha:0, World Anchor
Railcraft:machine.alpha:2, Personal Anchor
Railcraft:machine.alpha:13, Passive Anchor
Railcraft:machine.alpha:4, Admin Anchor
Railcraft:machine.alpha:1, Steam Turbine Housing
Railcraft:machine.alpha:5, Smoker
Railcraft:machine.alpha:9, Manual Steam Trap
Railcraft:machine.alpha:10, Automated Steam Trap
Railcraft:machine.beta:0, Iron Tank Wall
Railcraft:machine.beta:1, Iron Tank Gauge
Railcraft:machine.beta:2, Iron Tank Valve
Railcraft:machine.beta:13, Steel Tank Wall
Railcraft:machine.beta:14, Steel Tank Gauge
Railcraft:machine.beta:15, Steel Tank Valve
Railcraft:machine.beta:5, Solid Fueled Boiler Firebox
Railcraft:machine.beta:6, Liquid Fueled Boiler Firebox
Railcraft:machine.beta:3, Low Pressure Boiler Tank
Railcraft:machine.beta:4, High Pressure Boiler Tank
Railcraft:machine.beta:7, Hobbyist's Steam Engine
Railcraft:machine.beta:8, Commercial Steam Engine
Railcraft:machine.beta:9, Industrial Steam Engine
Railcraft:machine.beta:10, Anchor Sentinel
Railcraft:machine.beta:11, Void Chest
Railcraft:machine.beta:12, Metals Chest
Railcraft:track:4767, Switch Track
Railcraft:track:2144, Wye Track
Railcraft:track:0, Junction Track
Railcraft:track:0, Control Track
Railcraft:track:20176, Locking Track
Railcraft:track:23575, Disembarking Track
Railcraft:track:0, Embarking Track
Railcraft:track:0, Coupler Track
Railcraft:track:0, Whistle Track
Railcraft:track:30516, Locomotive Track
Railcraft:track:16093, Limiter Track
Railcraft:track:0, Routing Track
Railcraft:track:32363, Buffer Stop Track
Railcraft:track:30946, One-Way Track
Railcraft:track:0, Directional Detector Track
Railcraft:track:0, Gated One-Way Track
Railcraft:track:19746, Gated Track
Railcraft:track:0, Suspended Track
Railcraft:track:2264, Disposal Track
Railcraft:track:736, Wooden Track
Railcraft:track:0, Wooden Booster Track
Railcraft:track:0, Wooden Junction Track
Railcraft:track:19986, Wooden Switch Track
Railcraft:track:0, Wooden Wye Track
Railcraft:track:0, Reinforced Track
Railcraft:track:0, Reinforced Booster Track
Railcraft:track:764, Reinforced Junction Track
Railcraft:track:0, Reinforced Switch Track
Railcraft:track:0, Reinforced Wye Track
Railcraft:track:0, Electric Track
Railcraft:track:0, Electric Junction Track
Railcraft:track:10488, Electric Switch Track
Railcraft:track:0, Electric Wye Track
Railcraft:track:816, H.S. Track
Railcraft:track:0, H.S. Booster Track
Railcraft:track:26865, H.S. Transition Track
Railcraft:track:7916, H.S. Switch Track
Railcraft:track:0, H.S. Wye Track
Railcraft:track:8103, Priming Track
Railcraft:track:0, Launcher Track
Railcraft:track.elevator, Elevator Track
Railcraft:signal:4, Switch Lever
Railcraft:signal:2, Switch Motor
Railcraft:signal:5, Routing Switch Motor
Railcraft:signal:3, Block Signal
Railcraft:signal:11, Distant Signal
Railcraft:signal:1, Dual-Head Block Signal
Railcraft:signal:12, Dual-Head Distant Signal
Railcraft:signal:13, Signal Block Relay Box
Railcraft:signal:8, Signal Receiver Box
Railcraft:signal:9, Signal Controller Box
Railcraft:signal:10, Analog Signal Controller Box
Railcraft:signal:7, Signal Capacitor Box
Railcraft:signal:6, Signal Sequencer Box
Railcraft:signal:0, Signal Interlock Box
Railcraft:brick.abyssal:0, Abyssal Brick
Railcraft:brick.abyssal:1, Fitted Abyssal Stone
Railcraft:brick.abyssal:2, Abyssal Block
Railcraft:brick.abyssal:3, Ornate Abyssal Stone
Railcraft:brick.abyssal:4, Etched Abyssal Stone
Railcraft:brick.abyssal:5, Abyssal Cobblestone
Railcraft:brick.bleachedbone:0, Bleached Bone Brick
Railcraft:brick.bleachedbone:1, Fitted Bleached Bone Stone
Railcraft:brick.bleachedbone:2, Bleached Bone Block
Railcraft:brick.bleachedbone:3, Ornate Bleached Bone Stone
Railcraft:brick.bleachedbone:4, Etched Bleached Bone Stone
Railcraft:brick.bleachedbone:5, Bleached Bone Cobblestone
Railcraft:brick.bloodstained:0, Blood Stained Brick
Railcraft:brick.bloodstained:1, Fitted Blood Stained Stone
Railcraft:brick.bloodstained:2, Blood Stained Block
Railcraft:brick.bloodstained:3, Ornate Blood Stained Stone
Railcraft:brick.bloodstained:4, Etched Blood Stained Stone
Railcraft:brick.bloodstained:5, Blood Stained Cobblestone
Railcraft:brick.frostbound:0, Frost Bound Brick
Railcraft:brick.frostbound:1, Fitted Frost Bound Stone
Railcraft:brick.frostbound:2, Frost Bound Block
Railcraft:brick.frostbound:3, Ornate Frost Bound Stone
Railcraft:brick.frostbound:4, Etched Frost Bound Stone
Railcraft:brick.frostbound:5, Frost Bound Cobblestone
Railcraft:brick.infernal:0, Infernal Brick
Railcraft:brick.infernal:1, Fitted Infernal Stone
Railcraft:brick.infernal:2, Infernal Block
Railcraft:brick.infernal:3, Ornate Infernal Stone
Railcraft:brick.infernal:4, Etched Infernal Stone
Railcraft:brick.infernal:5, Infernal Cobblestone
Railcraft:brick.quarried:0, Quarried Brick
Railcraft:brick.quarried:1, Fitted Quarried Stone
Railcraft:brick.quarried:2, Quarried Block
Railcraft:brick.quarried:3, Ornate Quarried Stone
Railcraft:brick.quarried:4, Etched Quarried Stone
Railcraft:brick.quarried:5, Quarried Cobblestone
Railcraft:brick.sandy:0, Sandy Brick
Railcraft:brick.sandy:1, Fitted Sandy Stone
Railcraft:brick.sandy:2, Sandy Block
Railcraft:brick.sandy:3, Ornate Sandy Stone
Railcraft:brick.sandy:4, Etched Sandy Stone
Railcraft:brick.sandy:5, Sandy Cobblestone
Railcraft:brick.nether:0, Nether Brick
Railcraft:brick.nether:1, Fitted Nether Stone
Railcraft:brick.nether:2, Nether Block
Railcraft:brick.nether:3, Ornate Nether Stone
Railcraft:brick.nether:4, Etched Nether Stone
Railcraft:brick.nether:5, Nether Cobblestone
Railcraft:post:0, Wooden Post
Railcraft:post:1, Stone Post
Railcraft:post:2, Metal Post
Railcraft:post:4, Wooden Platform
Railcraft:post:5, Stone Platform
Railcraft:post:6, Metal Platform
Railcraft:post.metal:0, Black Metal Post
Railcraft:post.metal:1, Red Metal Post
Railcraft:post.metal:2, Green Metal Post
Railcraft:post.metal:3, Brown Metal Post
Railcraft:post.metal:4, Blue Metal Post
Railcraft:post.metal:5, Purple Metal Post
Railcraft:post.metal:6, Cyan Metal Post
Railcraft:post.metal:7, Light Gray Metal Post
Railcraft:post.metal:8, Gray Metal Post
Railcraft:post.metal:9, Pink Metal Post
Railcraft:post.metal:10, Lime Metal Post
Railcraft:post.metal:11, Yellow Metal Post
Railcraft:post.metal:12, Light Blue Metal Post
Railcraft:post.metal:13, Magenta Metal Post
Railcraft:post.metal:14, Orange Metal Post
Railcraft:post.metal:15, White Metal Post
Railcraft:post.metal.platform:0, Black Metal Platform
Railcraft:post.metal.platform:1, Red Metal Platform
Railcraft:post.metal.platform:2, Green Metal Platform
Railcraft:post.metal.platform:3, Brown Metal Platform
Railcraft:post.metal.platform:4, Blue Metal Platform
Railcraft:post.metal.platform:5, Purple Metal Platform
Railcraft:post.metal.platform:6, Cyan Metal Platform
Railcraft:post.metal.platform:7, Light Gray Metal Platform
Railcraft:post.metal.platform:8, Gray Metal Platform
Railcraft:post.metal.platform:9, Pink Metal Platform
Railcraft:post.metal.platform:10, Lime Metal Platform
Railcraft:post.metal.platform:11, Yellow Metal Platform
Railcraft:post.metal.platform:12, Light Blue Metal Platform
Railcraft:post.metal.platform:13, Magenta Metal Platform
Railcraft:post.metal.platform:14, Orange Metal Platform
Railcraft:post.metal.platform:15, White Metal Platform
Railcraft:glass:0, Strengthened Glass
Railcraft:glass:1, Strengthened Glass
Railcraft:glass:2, Strengthened Glass
Railcraft:glass:3, Strengthened Glass
Railcraft:glass:4, Strengthened Glass
Railcraft:glass:5, Strengthened Glass
Railcraft:glass:6, Strengthened Glass
Railcraft:glass:7, Strengthened Glass
Railcraft:glass:8, Strengthened Glass
Railcraft:glass:9, Strengthened Glass
Railcraft:glass:10, Strengthened Glass
Railcraft:glass:11, Strengthened Glass
Railcraft:glass:12, Strengthened Glass
Railcraft:glass:13, Strengthened Glass
Railcraft:glass:14, Strengthened Glass
Railcraft:glass:15, Strengthened Glass
Railcraft:detector:0, Detector - Item
Railcraft:detector:1, Detector - Any
Railcraft:detector:2, Detector - Empty
Railcraft:detector:3, Detector - Mob
Railcraft:detector:4, Detector - Powered
Railcraft:detector:5, Detector - Player
Railcraft:detector:6, Detector - Explosive
Railcraft:detector:7, Detector - Animal
Railcraft:detector:8, Detector - Tank
Railcraft:detector:9, Detector - Advanced
Railcraft:detector:10, Detector - Energy
Railcraft:detector:11, Detector - Age
Railcraft:detector:12, Detector - Train
Railcraft:detector:13, Detector - Sheep
Railcraft:detector:14, Detector - Villager
Railcraft:detector:15, Detector - Locomotive
Railcraft:detector:16, Detector - Routing
Railcraft:machine.gamma:0, Item Loader
Railcraft:machine.gamma:1, Item Unloader
Railcraft:machine.gamma:2, Adv. Item Loader
Railcraft:machine.gamma:3, Adv. Item Unloader
Railcraft:machine.gamma:4, Fluid Loader
Railcraft:machine.gamma:5, Fluid Unloader
Railcraft:machine.gamma:6, Energy Loader
Railcraft:machine.gamma:7, Energy Unloader
Railcraft:machine.gamma:10, Redstone Flux Loader
Railcraft:machine.gamma:11, Redstone Flux Unloader
Railcraft:machine.gamma:8, Cart Dispenser
Railcraft:machine.gamma:9, Train Dispenser
Railcraft:machine.epsilon:0, Electric Feeder Unit
Railcraft:machine.epsilon:1, Admin Feeder Unit
Railcraft:machine.epsilon:4, Flux Transformer
Railcraft:machine.epsilon:3, Force Track Emitter
Railcraft:machine.epsilon:2, Admin Steam Producer
Railcraft:machine.epsilon:5, Engraving Bench
Railcraft:ore:0, Sulfur Ore
Railcraft:ore:1, Saltpeter Ore
Railcraft:ore:2, Dark Diamond Ore
Railcraft:ore:3, Dark Emerald Ore
Railcraft:ore:4, Dark Lapis Lazuli Ore
Railcraft:ore:5, Firestone Ore
Railcraft:ore:7, Poor Iron Ore
Railcraft:ore:8, Poor Gold Ore
Railcraft:ore:9, Poor Copper Ore
Railcraft:ore:10, Poor Tin Ore
Railcraft:ore:11, Poor Lead Ore
Railcraft:worldlogic, Saltpeter Ore Spawner
Railcraft:firestone.recharge, Recharging Firestone
Railcraft:frame, Wire Support Frame
Railcraft:machine.delta:0, Electric Shunting Wire
chisel:aluminumblock:0, Block of Aluminum
chisel:aluminumblock:1, Block of Aluminum
chisel:aluminumblock:2, Block of Aluminum
chisel:aluminumblock:3, Block of Aluminum
chisel:aluminumblock:4, Block of Aluminum
chisel:aluminumblock:5, Block of Aluminum
chisel:aluminum_stairs.0:0, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.0:8, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.1:0, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.1:8, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.2:0, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.2:8, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.3:0, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.3:8, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.4:0, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.4:8, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.5:0, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.5:8, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.6:0, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.6:8, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.7:0, tile.chisel.aluminum_stairs.7.name
chisel:aluminum_stairs.7:8, tile.chisel.aluminum_stairs.7.name
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:antiBlock:0, Anti Block
chisel:antiBlock:1, Anti Block
chisel:antiBlock:2, Anti Block
chisel:antiBlock:3, Anti Block
chisel:antiBlock:4, Anti Block
chisel:antiBlock:5, Anti Block
chisel:antiBlock:6, Anti Block
chisel:antiBlock:7, Anti Block
chisel:antiBlock:8, Anti Block
chisel:antiBlock:9, Anti Block
chisel:antiBlock:10, Anti Block
chisel:antiBlock:11, Anti Block
chisel:antiBlock:12, Anti Block
chisel:antiBlock:13, Anti Block
chisel:antiBlock:14, Anti Block
chisel:antiBlock:15, Anti Block
chisel:arcane:0, Arcane Stone Block
chisel:arcane:1, Arcane Stone Block
chisel:arcane:2, Arcane Stone Block
chisel:arcane:3, Arcane Stone Block
chisel:arcane:4, Arcane Stone Block
chisel:arcane:5, Arcane Stone Block
chisel:arcane:6, Arcane Stone Block
chisel:arcane:7, Arcane Stone Block
chisel:arcane:8, Arcane Stone Block
chisel:arcane:9, Arcane Stone Block
chisel:arcane:10, Arcane Stone Block
chisel:arcane:11, Arcane Stone Block
chisel:autoChisel, Auto Chisel
chisel:beacon:0, Beacon
chisel:beacon:1, Beacon
chisel:beacon:2, Beacon
chisel:beacon:3, Beacon
chisel:beacon:4, Beacon
chisel:beacon:5, Beacon
chisel:beacon:6, Beacon
chisel:beacon:7, Beacon
chisel:beacon:8, Beacon
chisel:beacon:9, Beacon
chisel:beacon:10, Beacon
chisel:beacon:11, Beacon
chisel:beacon:12, Beacon
chisel:beacon:13, Beacon
chisel:beacon:14, Beacon
chisel:beacon:15, Beacon
chisel:bloodRune:0, Blood Rune
chisel:bloodRune:1, Blood Rune
chisel:bloodRune:2, Blood Rune
chisel:bloodRune:3, Blood Rune
chisel:bloodRune:4, Blood Rune
chisel:bloodRune:5, Blood Rune
chisel:bookshelf:1, Bookshelf
chisel:bookshelf:2, Bookshelf
chisel:bookshelf:3, Bookshelf
chisel:bookshelf:4, Bookshelf
chisel:bookshelf:5, Bookshelf
chisel:bookshelf:6, Bookshelf
chisel:bookshelf:7, Bookshelf
chisel:bookshelf:8, Bookshelf
chisel:brickCustom:1, Brick Block
chisel:brickCustom:2, Brick Block
chisel:brickCustom:3, Brick Block
chisel:brickCustom:5, Brick Block
chisel:brickCustom:6, Brick Block
chisel:bronzeblock:0, Block of Bronze
chisel:bronzeblock:1, Block of Bronze
chisel:bronzeblock:2, Block of Bronze
chisel:bronzeblock:3, Block of Bronze
chisel:bronzeblock:4, Block of Bronze
chisel:bronzeblock:5, Block of Bronze
chisel:carpet_block:0, Carpet
chisel:carpet_block:1, Carpet
chisel:carpet_block:2, Carpet
chisel:carpet_block:3, Carpet
chisel:carpet_block:4, Carpet
chisel:carpet_block:5, Carpet
chisel:carpet_block:6, Carpet
chisel:carpet_block:7, Carpet
chisel:carpet_block:8, Carpet
chisel:carpet_block:9, Carpet
chisel:carpet_block:10, Carpet
chisel:carpet_block:11, Carpet
chisel:carpet_block:12, Carpet
chisel:carpet_block:13, Carpet
chisel:carpet_block:14, Carpet
chisel:carpet_block:15, Carpet
chisel:carpet:0, Floor Carpet
chisel:carpet:1, Floor Carpet
chisel:carpet:2, Floor Carpet
chisel:carpet:3, Floor Carpet
chisel:carpet:4, Floor Carpet
chisel:carpet:5, Floor Carpet
chisel:carpet:6, Floor Carpet
chisel:carpet:7, Floor Carpet
chisel:carpet:8, Floor Carpet
chisel:carpet:9, Floor Carpet
chisel:carpet:10, Floor Carpet
chisel:carpet:11, Floor Carpet
chisel:carpet:12, Floor Carpet
chisel:carpet:13, Floor Carpet
chisel:carpet:14, Floor Carpet
chisel:carpet:15, Floor Carpet
chisel:cloud:0, Cloud
chisel:cloud:1, Cloud
chisel:cloud:2, Cloud
chisel:cloud:3, Cloud
chisel:cloud:4, Cloud
chisel:cobblestone:1, Cobblestone
chisel:cobblestone:2, Cobblestone
chisel:cobblestone:3, Cobblestone
chisel:cobblestone:4, Cobblestone
chisel:cobblestone:5, Cobblestone
chisel:cobblestone:6, Cobblestone
chisel:cobblestone:7, Cobblestone
chisel:cobblestone:8, Cobblestone
chisel:cobblestone:9, Cobblestone
chisel:cobblestone:10, Cobblestone
chisel:cobblestone:11, Cobblestone
chisel:cobblestone:12, Cobblestone
chisel:cobblestone:13, Cobblestone
chisel:cobblestone:14, Cobblestone
chisel:cobblestone:15, Cobblestone
chisel:mossy_cobblestone:1, Mossy Cobblestone
chisel:mossy_cobblestone:2, Mossy Cobblestone
chisel:mossy_cobblestone:3, Mossy Cobblestone
chisel:mossy_cobblestone:4, Mossy Cobblestone
chisel:mossy_cobblestone:5, Mossy Cobblestone
chisel:mossy_cobblestone:6, Mossy Cobblestone
chisel:mossy_cobblestone:7, Mossy Cobblestone
chisel:mossy_cobblestone:8, Mossy Cobblestone
chisel:mossy_cobblestone:9, Mossy Cobblestone
chisel:mossy_cobblestone:10, Mossy Cobblestone
chisel:mossy_cobblestone:11, Mossy Cobblestone
chisel:mossy_cobblestone:12, Mossy Cobblestone
chisel:mossy_cobblestone:13, Mossy Cobblestone
chisel:mossy_cobblestone:14, Mossy Cobblestone
chisel:mossy_cobblestone:15, Mossy Cobblestone
chisel:concrete:0, Concrete
chisel:concrete:1, Concrete
chisel:concrete:2, Concrete
chisel:concrete:3, Concrete
chisel:concrete:4, Concrete
chisel:concrete:5, Concrete
chisel:concrete:6, Concrete
chisel:concrete:7, Concrete
chisel:concrete:8, Concrete
chisel:concrete:9, Concrete
chisel:concrete:10, Concrete
chisel:copperblock:0, Block of Copper
chisel:copperblock:1, Block of Copper
chisel:copperblock:2, Block of Copper
chisel:copperblock:3, Block of Copper
chisel:copperblock:4, Block of Copper
chisel:copperblock:5, Block of Copper
chisel:diamond_block:1, Diamond Block
chisel:diamond_block:2, Diamond Block
chisel:diamond_block:3, Diamond Block
chisel:diamond_block:4, Diamond Block
chisel:diamond_block:5, Diamond Block
chisel:diamond_block:6, Diamond Block
chisel:diamond_block:7, Diamond Block
chisel:diamond_block:8, Diamond Block
chisel:diamond_block:9, Diamond Block
chisel:diamond_block:10, Diamond Block
chisel:diamond_block:11, Diamond Block
chisel:diamond_block:12, Diamond Block
chisel:diorite:0, Diorite
chisel:diorite:1, Diorite
chisel:diorite:2, Diorite
chisel:diorite:3, Diorite
chisel:diorite:4, Diorite
chisel:diorite:5, Diorite
chisel:diorite:6, Diorite
chisel:dirt:0, Dirt
chisel:dirt:1, Dirt
chisel:dirt:2, Dirt
chisel:dirt:3, Dirt
chisel:dirt:4, Dirt
chisel:dirt:5, Dirt
chisel:dirt:6, Dirt
chisel:dirt:7, Dirt
chisel:dirt:8, Dirt
chisel:dirt:9, Dirt
chisel:dirt:10, Dirt
chisel:dirt:11, Dirt
chisel:dirt:12, Dirt
chisel:dirt:13, Dirt
chisel:dirt:14, Dirt
chisel:dirt:15, Dirt
chisel:emerald_block:1, Emerald Block
chisel:emerald_block:2, Emerald Block
chisel:emerald_block:3, Emerald Block
chisel:emerald_block:4, Emerald Block
chisel:emerald_block:5, Emerald Block
chisel:emerald_block:6, Emerald Block
chisel:emerald_block:7, Emerald Block
chisel:emerald_block:8, Emerald Block
chisel:emerald_block:9, Emerald Block
